Geopolitical Entity,Year,Sector,Level_Sankey,Lifecycle Step,Source,Target,Flow,Unit,Value (THOUSAND TONS)
Belgium,2017,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0
Belgium,2017,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0
Belgium,2017,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),0
Belgium,2017,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),0
Belgium,2018,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),791.8575202312171
Belgium,2018,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),791.8575202312171
Belgium,2018,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),58751.55565184985
Belgium,2018,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),21252.041196084403
Belgium,2018,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2018,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2018,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),6884.324803
Belgium,2018,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),6884.324803
Belgium,2018,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),864
Belgium,2018,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),864
Belgium,2018,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),737.0867577000001
Belgium,2018,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),737.0867577000001
Belgium,2018,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2018,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2018,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),98.1463144580488
Belgium,2018,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),98.1463144580488
Belgium,2018,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),27319.783195099997
Belgium,2018,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),12252.610058464817
Belgium,2018,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2018,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2018,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),2123.7098
Belgium,2018,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),2123.7098
Belgium,2018,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),864
Belgium,2018,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),864
Belgium,2018,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),540.2469020000001
Belgium,2018,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),540.2469020000001
Belgium,2018,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2018,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2018,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),239.3
Belgium,2018,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),239.3
Belgium,2018,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),6724.191196852661
Belgium,2018,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),468.43754015327227
Belgium,2018,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),0
Belgium,2018,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0
Belgium,2018,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0
Belgium,2018,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0
Belgium,2018,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),0
Belgium,2018,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),0
Belgium,2019,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),856.3139622556107
Belgium,2019,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),856.3139622556107
Belgium,2019,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),56470.60085035558
Belgium,2019,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),20946.675138757433
Belgium,2019,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2019,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2019,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),7665.093884999999
Belgium,2019,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),7665.093884999999
Belgium,2019,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),855.8352
Belgium,2019,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),855.8352
Belgium,2019,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),778.31259125
Belgium,2019,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),778.31259125
Belgium,2019,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2019,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2019,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),100.25677938813594
Belgium,2019,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),100.25677938813594
Belgium,2019,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),26891.93333064414
Belgium,2019,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),12178.827100369772
Belgium,2019,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2019,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2019,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),2480.997747
Belgium,2019,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),2480.997747
Belgium,2019,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),855.8352
Belgium,2019,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),855.8352
Belgium,2019,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),598.99318575
Belgium,2019,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),598.99318575
Belgium,2019,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2019,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2019,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),239.3
Belgium,2019,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),239.3
Belgium,2019,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),8298.174850926647
Belgium,2019,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),2459.9655023854943
Belgium,2019,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),0
Belgium,2019,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0
Belgium,2019,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0
Belgium,2019,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0
Belgium,2019,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),0
Belgium,2019,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),0
Belgium,2020,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),851.5429370799849
Belgium,2020,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),851.5429370799849
Belgium,2020,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),58203.44360713461
Belgium,2020,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),20874.860848033648
Belgium,2020,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2020,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2020,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),7538.767717000001
Belgium,2020,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),7538.767717000001
Belgium,2020,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),857.01456
Belgium,2020,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),857.01456
Belgium,2020,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),736.9454202
Belgium,2020,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),736.9454202
Belgium,2020,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2020,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2020,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),100.14246938199364
Belgium,2020,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),100.14246938199364
Belgium,2020,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),27314.866392932472
Belgium,2020,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),12192.126829456667
Belgium,2020,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2020,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),239.3
Belgium,2020,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),2266.968083
Belgium,2020,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),2266.968083
Belgium,2020,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),857.01456
Belgium,2020,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),857.01456
Belgium,2020,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),558.1601605
Belgium,2020,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),558.1601605
Belgium,2020,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),239.3
Belgium,2020,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),239.3
